property_ID,Listing_ID,price,baths_half,baths_full,baths,beds,size_in_sqft,lot_size_in_sqft,prop_type,prop_sub_type,city,Line,postal_code,lat,lon,neighborhood_name,Listing_Url,thumbnail,LatLong,Num_bars,Mean_Rating_bars,Mean_PriceLevel_bars,Top_5_Rated_bars,Num_restaurants,Mean_Rating_restaurants,Mean_PriceLevel_restaurants,Top_5_Rated_restaurants
M5174023183,2920870431,429900,,1.0,1,1.0,654.0,,condo,condos,Arlington,851 N Glebe Rd Apt 816,22203,38.88133,-77.11431,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/851-N-Glebe-Rd-Apt-816_Arlington_VA_22203_M51740-23183,https://ap.rdcpix.com/301330698ccb28075ce73ed74803ae41l-m313820501x.jpg,"38.88133,-77.11431",28.0,4.18,2.0,"Ballston Service Station; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Northside Social Coffee & Wine; Spirits of '76; Utahime Asian Bistro & Bar",64.0,4.0174603174603165,1.6271186440677967,La Union Restaurant; Northside Social Coffee & Wine; Pupatella; Spirits of '76; Stageplate Bistro - Arlington
M6128352183,2920870441,1039000,2.0,3.0,5,4.0,2185.0,1091.0,condo,townhomes,Arlington,1176 N Utah St,22201,38.884951,-77.114408,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/1176-N-Utah-St_Arlington_VA_22201_M61283-52183,https://ap.rdcpix.com/92b977db9c6992b54ad8ed8226fb3e95l-m1626386968x.jpg,"38.884951,-77.114408",32.0,4.175862068965517,2.0,"Ballston Service Station; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Northside Social Coffee & Wine; Spirits of '76; Gyu-Kaku Japanese BBQ",70.0,4.078260869565218,1.6612903225806452,Cafe Colline; Philippine Oriental Market & Deli; La Union Restaurant; Northside Social Coffee & Wine; Pupatella
M5723100283,2920870309,1999000,2.0,5.0,7,5.0,6078.0,8792.0,single_family,,Arlington,4126 26th Rd N,22207,38.905253,-77.110827,Donaldson Run,https://www.realtor.com/realestateandhomes-detail/4126-26th-Rd-N_Arlington_VA_22207_M57231-00283,https://ap.rdcpix.com/3d380968ebe43b7459dff42c59344243l-m1821312266x.jpg,"38.905253,-77.110827",2.0,4.25,1.5,Cowboy Cafe; Thirsty Bernie,24.0,3.929166666666667,1.55,Cafe Colline; Philippine Oriental Market & Deli; The Italian Store; BGR The Burger Joint; Cowboy Cafe
M6141262647,2920870410,899000,,3.0,3,5.0,2780.0,9909.0,single_family,,Arlington,6132 Lee Hwy,22205,38.89268,-77.149288,Leeway Overlee,https://www.realtor.com/realestateandhomes-detail/6132-Lee-Hwy_Arlington_VA_22205_M61412-62647,https://ap.rdcpix.com/4413790f6f67af7cff74e916afcbfc6el-m460458945x.jpg,"38.89268,-77.149288",9.0,4.422222222222222,1.5,"Todd Alley; Trade Roots, Fair Trade Gift Shop, Coffee House, & Wine Bar; Westover Market; Chasin' Tails; Lebanese Taverna",38.0,4.3567567567567576,1.5,Maya Bistro; Todd Alley; Chill Zone Cafe Arlington; The Italian Store; YUME SUSHI
M6636908761,2920833880,430000,,2.0,2,2.0,1300.0,,condo,condos,Arlington,801 S Greenbrier St Apt 413,22204,38.857746,-77.11912199999999,Arlington Mill,https://www.realtor.com/realestateandhomes-detail/801-S-Greenbrier-St-Apt-413_Arlington_VA_22204_M66369-08761,https://ap.rdcpix.com/92585512e9e516d639155c984e37d7b6l-m1507154741x.jpg,"38.857746,-77.11912199999999",9.0,4.233333333333333,1.8333333333333333,"Tobacco King Of Vape, CBD, Kratom; Laze Cafe; QDOBA Mexican Eats; Crystal Thai Restaurant; LongHorn Steakhouse",43.0,3.993023255813953,1.5,Rawal Kabob; Blanca's Snow Cones - Shaved Ice; Rabieng Thai Restaurant; Duangrat's Thai Restaurant; Pho Golden Star
M5985811755,2920801840,995000,1.0,4.0,5,4.0,2487.0,1370.0,condo,townhomes,Arlington,3504 11th St S,22204,38.859957,-77.092869,Douglas Park,https://www.realtor.com/realestateandhomes-detail/3504-11th-St-S_Arlington_VA_22204_M59858-11755,https://ap.rdcpix.com/25cfbfaeae43af8f8d473e35125623c7l-m1411185074x.jpg,"38.859957,-77.092869",8.0,4.2875000000000005,1.8333333333333333,Tobacco King & Vape King; The Celtic House Irish Pub & Restaurant; Caspi Restaurant and Lounge; L.A. Bar & Grill; William Jeffrey's Tavern,58.0,4.012068965517241,1.469387755102041,Pho Harmony & Grill; Tortas Y Tacos La Chiquita; Blanca's Snow Cones - Shaved Ice; Burrito Bros; The Celtic House Irish Pub & Restaurant
M6106902225,2920833824,1129000,,3.0,3,4.0,2301.0,9000.0,single_family,,Arlington,3311 20th St N,22207,38.894612,-77.101276,Cherrydale,https://www.realtor.com/realestateandhomes-detail/3311-20th-St-N_Arlington_VA_22207_M61069-02225,https://ap.rdcpix.com/4b6b40c056d92230c907ffaf0c9a3213l-m1193803394x.jpg,"38.894612,-77.101276",47.0,4.341304347826087,1.878787878787879,"Ms. Peacock's Champagne Lounge; Arlington Pub; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Screwtop Wine Bar",73.0,4.178082191780823,1.7205882352941178,Cafe Colline; Philippine Oriental Market & Deli; Screwtop Wine Bar; The Italian Store; Ambar Clarendon
M5475926932,2920802864,529000,,1.0,1,2.0,866.0,,condo,condos,Arlington,2101 N Monroe St Apt 214,22207,38.896481,-77.10439000000001,North Arlington,https://www.realtor.com/realestateandhomes-detail/2101-N-Monroe-St-Apt-214_Arlington_VA_22207_M54759-26932,https://ap.rdcpix.com/2488e440cb45a881ff9e663556a2647bl-m518157057x.jpg,"38.896481,-77.10439000000001",38.0,4.3432432432432435,1.9230769230769231,"Arlington Pub; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Screwtop Wine Bar; TTT Rooftop",63.0,4.152380952380953,1.7166666666666666,Cafe Colline; Philippine Oriental Market & Deli; Screwtop Wine Bar; The Italian Store; Ambar Clarendon
M6392810204,2920866991,799000,1.0,2.0,3,2.0,1248.0,915.0,condo,townhomes,Arlington,4411 7th St N,22203,38.878651,-77.113692,Bluemont,https://www.realtor.com/realestateandhomes-detail/4411-7th-St-N_Arlington_VA_22203_M63928-10204,https://ap.rdcpix.com/a5f4580f76b7dfddaad66f8f9d8ca21bl-m1060345215x.jpg,"38.878651,-77.113692",24.0,4.109523809523809,2.0,Ballston Service Station; Northside Social Coffee & Wine; Crystal Thai Restaurant; Ricky's Pub & Grill; The Bronson Bierhall,60.0,4.013559322033897,1.6363636363636365,La Union Restaurant; Northside Social Coffee & Wine; Pupatella; Stageplate Bistro - Arlington; Big Buns Damn Good Burgers
M5775997622,2920846205,899990,,4.0,4,4.0,2100.0,8169.0,single_family,,Arlington,879 N Harrison St,22205,38.878679999999996,-77.126971,Bluemont,https://www.realtor.com/realestateandhomes-detail/879-N-Harrison-St_Arlington_VA_22205_M57759-97622,https://ap.rdcpix.com/76783198bb762c163fe22ace0e8b82fcl-m636074677x.jpg,"38.878679999999996,-77.126971",24.0,4.199999999999999,1.9411764705882353,"Ballston Service Station; Trade Roots, Fair Trade Gift Shop, Coffee House, & Wine Bar; Westover Market; Crystal Thai Restaurant; Lebanese Taverna",46.0,4.133333333333334,1.6923076923076923,The Italian Store; La Union Restaurant; Lost Dog Cafe; Pupatella; Stageplate Bistro - Arlington
M5399872464,2920833860,690000,1.0,2.0,3,3.0,1568.0,,condo,condos,Arlington,720 15th St S Apt A,22202,38.859811,-77.058982,Pentagon City,https://www.realtor.com/realestateandhomes-detail/720-15th-St-S-1_Arlington_VA_22202_M53998-72464,https://ap.rdcpix.com/c493a488aadfc5f5c209b6d65bf154d4l-m4010028844x.jpg,"38.859811,-77.058982",32.0,4.0354838709677425,1.9090909090909092,QDOBA Mexican Eats; Lobbibar; Freddie's Beach Bar & Restaurant; QDOBA Mexican Eats; Basin Barroom,92.0,3.967032967032967,1.6883116883116882,Fresh Chop Chop; Sushi Garden; The Athena Pallas Restaurant; Bozzelli's; Chick-fil-A
M6808064601,2920798201,424900,,1.0,1,1.0,740.0,,condo,condos,Arlington,1020 N Stafford St Apt 403,22201,38.883109999999995,-77.11094,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/1020-N-Stafford-St-Apt-403_Arlington_VA_22201_M68080-64601,https://ap.rdcpix.com/2061fc0a4dedeae75ec9910e0648d624l-m3412554092x.jpg,"38.883109999999995,-77.11094",46.0,4.269767441860465,2.0,"Ballston Service Station; Ms. Peacock's Champagne Lounge; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Screwtop Wine Bar",85.0,4.069047619047619,1.6835443037974684,Philippine Oriental Market & Deli; Screwtop Wine Bar; Northside Social Coffee & Wine; Pupatella; Spirits of '76
M6337779260,2920786863,259500,,1.0,1,2.0,884.0,,single_family,,Arlington,1111 Arlington Blvd Apt 918,22209,38.892590000000006,-77.070161,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1111-Arlington-Blvd-Apt-918_Arlington_VA_22209_M63377-79260,https://ap.rdcpix.com/2b94d0164f709fd3c546fc5d913676adl-m2138241025x.jpg,"38.892590000000006,-77.070161",49.0,4.233333333333333,2.2142857142857144,Rosewood Washington DC; 1789; Blues Alley Club; Chez Billy Sud; City Tavern Club,45.0,4.171111111111112,2.0,1789; Filomena Ristorante; Mele Bistro; Clyde's of Georgetown; Degrees Bistro
M5457408634,2914557414,1345000,1.0,4.0,5,4.0,4860.0,3087.0,condo,townhomes,Arlington,2100 21st Rd N,22201,38.898084000000004,-77.084876,North Highland,https://www.realtor.com/realestateandhomes-detail/2100-21st-Rd-N_Arlington_VA_22201_M54574-08634,https://ap.rdcpix.com/bfcf15d8f71f8cce531ffd272daf0396l-m32217660x.jpg,"38.898084000000004,-77.084876",43.0,4.314285714285715,1.9411764705882353,Arlington Pub; East West Coffee Wine; Screwtop Wine Bar; TTT Rooftop; The Pinemoor,58.0,4.168965517241379,1.7894736842105263,Screwtop Wine Bar; The Italian Store; 1789; Ambar Clarendon; Bakeshop
M5543209722,2920774783,1349900,,3.0,3,3.0,3900.0,6260.0,single_family,,Arlington,4864 33rd Rd N,22207,38.910096,-77.135983,Rock Spring,https://www.realtor.com/realestateandhomes-detail/4864-33rd-Rd-N_Arlington_VA_22207_M55432-09722,https://ap.rdcpix.com/19678964bf74d779896e415f8e03c5c5l-m3286198751x.jpg,"38.910096,-77.135983",3.0,4.333333333333333,1.0,Todd Alley; Thai Thai Restaurant; Taqueria El Poblano,18.0,4.266666666666667,1.4,Todd Alley; Chill Zone Cafe Arlington; Charga Grill; Sushi-Zen; pie-tanza
M5315886402,2920755760,229900,,1.0,1,1.0,613.0,,condo,condos,Arlington,4500 S Four Mile Run Dr Apt 708,22204,38.853674,-77.106297,Columbia Forest,https://www.realtor.com/realestateandhomes-detail/4500-S-Four-Mile-Run-Dr-Apt-708_Arlington_VA_22204_M53158-86402,https://ap.rdcpix.com/d104a96b7a1cc43bd5061aa9f6ab93b3l-m2309408502x.jpg,"38.853674,-77.106297",7.0,4.228571428571429,2.0,"Tobacco King Of Vape, CBD, Kratom; Tobacco King & Vape King; Silver Diner - Alexandria; LongHorn Steakhouse; Olive Garden Italian Restaurant",42.0,3.95,1.3333333333333333,Rawal Kabob; Blanca's Snow Cones - Shaved Ice; Pho Golden Star; Pupatella; The Broiler
M6661938543,2920753847,303900,1.0,1.0,2,2.0,897.0,,condo,condos,Arlington,2030 N Adams St Apt 307,22201,38.89783,-77.08964,North Highland,https://www.realtor.com/realestateandhomes-detail/2030-N-Adams-St-Apt-307_Arlington_VA_22201_M66619-38543,https://ap.rdcpix.com/07d60b5c1529df08e57f155ac205d418l-m898831559x.jpg,"38.89783,-77.08964",54.0,4.333962264150943,1.9024390243902438,"Ms. Peacock's Champagne Lounge; Arlington Pub; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Screwtop Wine Bar",64.0,4.2171875,1.7741935483870968,Philippine Oriental Market & Deli; Screwtop Wine Bar; The Italian Store; Ambar Clarendon; Bakeshop
M6004900632,2920707583,895000,,1.0,1,3.0,1642.0,3750.0,single_family,,Arlington,2918 17th St S,22204,38.855754,-77.086061,Nauck,https://www.realtor.com/realestateandhomes-detail/2918-17th-St-S_Arlington_VA_22204_M60049-00632,https://ap.rdcpix.com/0273a50d8408eaf0221c4fe0bf6ee8f7l-m2405288439x.jpg,"38.855754,-77.086061",8.0,4.2875000000000005,1.8333333333333333,Tobacco King & Vape King; The Celtic House Irish Pub & Restaurant; Caspi Restaurant and Lounge; L.A. Bar & Grill; William Jeffrey's Tavern,52.0,4.086538461538462,1.4878048780487805,Pho Harmony & Grill; Tortas Y Tacos La Chiquita; Burrito Bros; The Celtic House Irish Pub & Restaurant; Atilla's Restaurant
M5955482477,2920692347,434900,1.0,1.0,2,2.0,1390.0,,condo,condos,Arlington,4270 35th St S Unit B2,22206,38.830281,-77.088171,Fairlington,https://www.realtor.com/realestateandhomes-detail/4270-35th-St-S-Unit-B2_Arlington_VA_22206_M59554-82477,https://ap.rdcpix.com/f685b7261b54d72b0e26428fd0ca2042l-m1166642371x.jpg,"38.830281,-77.088171",10.0,4.46,2.0,Ali's Bar; Carlyle; Busboys And Poets; Cheesetique Shirlington; Ramparts Tavern & Grill,35.0,4.294117647058824,1.6,Best Buns Bread Company; Carlyle; Aroma Restaurant; Atlantis Pizzeria and Family Restaurant; Busboys And Poets
M6385614729,2920674923,699900,,2.0,2,2.0,1230.0,,condo,condos,Arlington,1530 Key Blvd Apt 920,22209,38.895790999999996,-77.076254,North Rosslyn,https://www.realtor.com/realestateandhomes-detail/1530-Key-Blvd-Apt-920_Arlington_VA_22209_M63856-14729,https://ap.rdcpix.com/93c50fda0106410a24386f44e69e6590l-m4184629620x.jpg,"38.895790999999996,-77.076254",49.0,4.275,2.1707317073170733,Arlington Pub; Rosewood Washington DC; 1789; Blues Alley Club; Chez Billy Sud,45.0,4.188888888888889,1.9545454545454546,1789; Earl's Sandwiches; Filomena Ristorante; Genji Express; Mele Bistro
M6326208445,2920674949,294900,,1.0,1,1.0,482.0,,condo,condos,Arlington,1905 N Rhodes St Apt 39,22201,38.89523507,-77.08189387,Colonial Village,https://www.realtor.com/realestateandhomes-detail/1905-N-Rhodes-St-Apt-39_Arlington_VA_22201_M63262-08445,https://ap.rdcpix.com/a4909055b2d10a429db2f6594c0534e4l-m3651061557x.jpg,"38.89523507,-77.08189387",50.0,4.318367346938776,1.9487179487179487,Ms. Peacock's Champagne Lounge; Arlington Pub; East West Coffee Wine; Screwtop Wine Bar; TTT Rooftop,60.0,4.206666666666666,1.8135593220338984,Screwtop Wine Bar; The Italian Store; 1789; Ambar Clarendon; Bakeshop
M6321397286,2920668636,1100000,1.0,3.0,4,3.0,1828.0,863.0,condo,townhomes,Arlington,2416 14th St N,22201,38.888953,-77.087877,North Arlington,https://www.realtor.com/realestateandhomes-detail/2416-14th-St-N_Arlington_VA_22201_M63213-97286,https://ap.rdcpix.com/c0ea95ea0c42336f046d0891ff406124l-m3900124745x.jpg,"38.888953,-77.087877",53.0,4.326923076923077,1.925,"Ms. Peacock's Champagne Lounge; Arlington Pub; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Screwtop Wine Bar",77.0,4.171428571428572,1.7297297297297298,Screwtop Wine Bar; The Italian Store; Troy's Italian Kitchen; Ambar Clarendon; Bakeshop
M6671395349,2920662434,599900,,2.0,2,2.0,1139.0,,condo,condos,Arlington,1029 N Stuart St Apt 318,22201,38.88313,-77.11166,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/1029-N-Stuart-St-Apt-318_Arlington_VA_22201_M66713-95349,https://ap.rdcpix.com/9c26da7eecce34d387bd66e361da521bl-m3377598135x.jpg,"38.88313,-77.11166",43.0,4.255000000000001,2.0,"Ballston Service Station; Ms. Peacock's Champagne Lounge; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; The Pinemoor",81.0,4.0600000000000005,1.6533333333333333,Philippine Oriental Market & Deli; La Union Restaurant; Northside Social Coffee & Wine; Pupatella; Spirits of '76
M6383941613,2920655146,429900,,2.0,2,2.0,1811.0,,condo,condos,Arlington,4218 35th St S Unit B2,22206,38.830281,-77.088171,Fairlington,https://www.realtor.com/realestateandhomes-detail/4218-35th-St-S-Unit-B2_Arlington_VA_22206_M63839-41613,https://ap.rdcpix.com/96331b4b614aaf8fee054271e218a841l-m3840085145x.jpg,"38.830281,-77.088171",10.0,4.46,2.0,Ali's Bar; Carlyle; Busboys And Poets; Cheesetique Shirlington; Ramparts Tavern & Grill,35.0,4.294117647058824,1.6,Best Buns Bread Company; Carlyle; Aroma Restaurant; Atlantis Pizzeria and Family Restaurant; Busboys And Poets
M6099922977,2920627910,1439900,1.0,4.0,5,4.0,4780.0,8001.0,single_family,,Arlington,2746 N Lexington St,22207,38.899436,-77.14712,Williamsburg,https://www.realtor.com/realestateandhomes-detail/2746-N-Lexington-St_Arlington_VA_22207_M60999-22977,https://ap.rdcpix.com/1d6f209521ddc16c2da848aacb418385l-m2473272460x.jpg,"38.899436,-77.14712",4.0,4.3500000000000005,1.3333333333333333,Todd Alley; Lebanese Taverna; Thai Thai Restaurant; Taqueria El Poblano,31.0,4.35,1.4090909090909092,Maya Bistro; Todd Alley; Arlington Kabob; Chill Zone Cafe Arlington; Charga Grill
M5532639185,2920627951,399950,,1.0,1,2.0,875.0,,condo,condos,Arlington,2603 S Walter Reed Dr Unit C,22206,38.84165,-77.104889,Fairlington,https://www.realtor.com/realestateandhomes-detail/2603-S-Walter-Reed-Dr-Unit-C_Arlington_VA_22206_M55326-39185,https://ap.rdcpix.com/d7479526028007de0b340e3edb3206a9l-m244632884x.jpg,"38.84165,-77.104889",18.0,4.294444444444445,1.9285714285714286,Ali's Bar; Carlyle; Busboys And Poets; Champion Sports Bar & Hookah Lounge; Cheesetique Shirlington,49.0,4.177551020408163,1.5681818181818181,Rawal Kabob; Best Buns Bread Company; Carlyle; Aroma Restaurant; Busboys And Poets
M5562000836,2920625290,1250000,,2.0,2,4.0,2454.0,4067.0,single_family,,Arlington,4624 13th St N,22207,38.886611,-77.11855200000001,Waycroft - Woodlawn,https://www.realtor.com/realestateandhomes-detail/4624-13th-St-N_Arlington_VA_22207_M55620-00836,https://ap.rdcpix.com/6cbc5f1fb33eaa92d18223b1a3c75f1el-m2324275551x.jpg,"38.886611,-77.11855200000001",21.0,4.122222222222222,1.8666666666666667,Ballston Service Station; Cowboy Cafe; The Bronson Bierhall; The Melting Pot; Crafthouse,71.0,4.010000000000001,1.5737704918032787,Cafe Colline; Philippine Oriental Market & Deli; Arlington Kabob; La Union Restaurant; Pupatella
M6578945210,2920623926,329000,,1.0,1,1.0,900.0,,condo,condos,Arlington,1300 Army Navy Dr Apt 730,22202,38.863471000000004,-77.067261,Pentagon City,https://www.realtor.com/realestateandhomes-detail/1300-Army-Navy-Dr-Apt-730_Arlington_VA_22202_M65789-45210,https://ap.rdcpix.com/ae9129e850f04ee790739a9988c785fbl-m1073788805x.jpg,"38.863471000000004,-77.067261",22.0,4.219047619047619,1.7777777777777777,QDOBA Mexican Eats; The Celtic House Irish Pub & Restaurant; Freddie's Beach Bar & Restaurant; QDOBA Mexican Eats; Basin Barroom,72.0,3.9915492957746466,1.59375,Burrito Bros; Sushi Garden; The Athena Pallas Restaurant; The Celtic House Irish Pub & Restaurant; Dama Pastry & Cafe
M5085530723,2920614765,510000,,1.0,1,2.0,879.0,,condo,condos,Arlington,820 N Pollard St Apt 816,22203,38.88043,-77.10679,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/820-N-Pollard-St-Apt-816_Arlington_VA_22203_M50855-30723,https://ap.rdcpix.com/783a8013ec4cbea33581db4dde158004l-m2114428931x.jpg,"38.88043,-77.10679",51.0,4.291666666666666,1.9705882352941178,"Ballston Service Station; Ms. Peacock's Champagne Lounge; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Screwtop Wine Bar",93.0,4.094565217391305,1.697674418604651,Screwtop Wine Bar; Troy's Italian Kitchen; Ambar Clarendon; Bakeshop; Northside Social Coffee & Wine
M6150275930,2920597512,368500,,1.0,1,2.0,880.0,,condo,condos,Arlington,1931 N Cleveland St Apt 601,22201,38.8957,-77.09101,North Highland,https://www.realtor.com/realestateandhomes-detail/1931-N-Cleveland-St-Apt-601_Arlington_VA_22201_M61502-75930,https://ap.rdcpix.com/663b38b7b996fc61c8c8f4dabd014e9dl-m2477752431x.jpg,"38.8957,-77.09101",53.0,4.326923076923077,1.925,"Ms. Peacock's Champagne Lounge; Arlington Pub; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Screwtop Wine Bar",72.0,4.186111111111111,1.7714285714285714,Philippine Oriental Market & Deli; Screwtop Wine Bar; The Italian Store; Ambar Clarendon; Bakeshop
M6672716163,2920596015,1780000,1.0,4.0,5,5.0,4700.0,8856.0,single_family,,Arlington,4005 N Richmond St,22207,38.927139000000004,-77.121911,Arlingwood,https://www.realtor.com/realestateandhomes-detail/4005-N-Richmond-St_Arlington_VA_22207_M66727-16163,https://ap.rdcpix.com/dca59b80955672f824becc0899f564e7l-m1847008559x.jpg,"38.927139000000004,-77.121911",1.0,4.3,2.0,DC Boathouse,1.0,4.3,2.0,DC Boathouse
M6119724155,2920577096,335000,,1.0,1,1.0,800.0,,condo,townhomes,Arlington,1500 S Barton St Apt 592,22204,38.858694,-77.083766,South Arlington,https://www.realtor.com/realestateandhomes-detail/1500-S-Barton-St-Apt-592_Arlington_VA_22204_M61197-24155,https://ap.rdcpix.com/60fcf78d29ef2167eac2886f2fd40dafl-m2609228147x.jpg,"38.858694,-77.083766",9.0,4.111111111111111,1.8571428571428572,Tobacco King & Vape King; The Celtic House Irish Pub & Restaurant; Caspi Restaurant and Lounge; L.A. Bar & Grill; William Jeffrey's Tavern,51.0,4.0549019607843135,1.5365853658536586,Pho Harmony & Grill; Tortas Y Tacos La Chiquita; Burrito Bros; The Celtic House Irish Pub & Restaurant; Atilla's Restaurant
M6393532778,2920577109,274990,,2.0,2,2.0,1078.0,,condo,condos,Arlington,4600 S Four Mile Run Dr Apt 1006,22204,38.854822999999996,-77.10813900000001,Columbia Forest,https://www.realtor.com/realestateandhomes-detail/4600-S-Four-Mile-Run-Dr-Apt-1006_Arlington_VA_22204_M63935-32778,https://ap.rdcpix.com/972b683b5d6cee99bc56205ec5ac196cl-m1276386999x.jpg,"38.854822999999996,-77.10813900000001",6.0,4.1499999999999995,2.0,"Tobacco King Of Vape, CBD, Kratom; Silver Diner - Alexandria; LongHorn Steakhouse; Olive Garden Italian Restaurant; Buffalo Wild Wings",40.0,3.9175000000000004,1.2972972972972974,Rawal Kabob; Blanca's Snow Cones - Shaved Ice; Pho Golden Star; The Broiler; The Perfect Pita
M5924243467,2920575534,2467000,1.0,5.0,6,7.0,7991.0,31391.0,single_family,,Arlington,4055 40th St N,22207,38.927908,-77.119625,Arlingwood,https://www.realtor.com/realestateandhomes-detail/4055-40th-St-N_Arlington_VA_22207_M59242-43467,https://ap.rdcpix.com/897fc20549e455ea2a08833432ba7fb3l-m1074156829x.jpg,"38.927908,-77.119625",1.0,4.3,2.0,DC Boathouse,8.0,4.2375,2.0,Bistro Aracosia; Et Voila !; SWEET AGAVE BAR & GRILL; Salt & Pepper Restaurant; DC Boathouse
M6396908938,2920569731,789000,,2.0,2,4.0,1550.0,4798.0,single_family,,Arlington,3601 2nd St S,22204,38.868840000000006,-77.097178,South Arlington,https://www.realtor.com/realestateandhomes-detail/3601-2nd-St-S_Arlington_VA_22204_M63969-08938,https://ap.rdcpix.com/698357b51450c8619762f30a1edfa7e6l-m285704229x.jpg,"38.868840000000006,-77.097178",10.0,4.3,1.8571428571428572,Tobacco King & Vape King; The Celtic House Irish Pub & Restaurant; Caspi Restaurant and Lounge; L.A. Bar & Grill; Ricky's Pub & Grill,66.0,4.051515151515151,1.4406779661016949,Pho Harmony & Grill; Tortas Y Tacos La Chiquita; Troy's Italian Kitchen; Burrito Bros; The Celtic House Irish Pub & Restaurant
M6826996555,2920550540,517000,,1.0,1,1.0,709.0,,condo,condos,Arlington,1021 N Garfield St Apt 404,22201,38.88541713,-77.09337297,North Arlington,https://www.realtor.com/realestateandhomes-detail/1021-N-Garfield-St-Apt-404_Arlington_VA_22201_M68269-96555,https://ap.rdcpix.com/1c25573af16e2f45e5242ba2f72e7301l-m3170467562x.jpg,"38.88541713,-77.09337297",55.0,4.337735849056603,1.9,"Ms. Peacock's Champagne Lounge; Arlington Pub; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Screwtop Wine Bar",90.0,4.157777777777778,1.6785714285714286,Philippine Oriental Market & Deli; Screwtop Wine Bar; The Italian Store; Troy's Italian Kitchen; Ambar Clarendon
M6593537867,2920550775,489000,,1.0,1,1.0,760.0,,condo,condos,Arlington,2400 Clarendon Blvd Ph 10,22201,38.88944,-77.08794,North Arlington,https://www.realtor.com/realestateandhomes-detail/2400-Clarendon-Blvd-Ph-10_Arlington_VA_22201_M65935-37867,https://ap.rdcpix.com/d2b4d45b6ff86db8193c35fe7e6a3035l-m3763359975x.jpg,"38.88944,-77.08794",53.0,4.326923076923077,1.925,"Ms. Peacock's Champagne Lounge; Arlington Pub; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Screwtop Wine Bar",78.0,4.180769230769231,1.7297297297297298,Philippine Oriental Market & Deli; Screwtop Wine Bar; The Italian Store; Troy's Italian Kitchen; Ambar Clarendon
M6468567646,2920545491,419000,,1.0,1,1.0,864.0,,condo,condos,Arlington,2200 N Westmoreland St Unit 329,22213,38.88633,-77.16265,East Falls Church,https://www.realtor.com/realestateandhomes-detail/2200-N-Westmoreland-St-Unit-329_Arlington_VA_22213_M64685-67646,https://ap.rdcpix.com/0ec799292d9859191baba5b190b71958l-m3660363736x.jpg,"38.88633,-77.16265",10.0,4.355555555555556,2.0,The Casual Pint of Falls Church; Cafe H2O; Clare & Don's Beach Shack; Ireland's Four Provinces; Chasin' Tails,50.0,4.148979591836735,1.7,Badd Pizza; Mediterranean Chicken; YUME SUSHI; Maneki Neko Japanese Restaurant; Spacebar
M5357237077,2920536750,999000,1.0,3.0,4,4.0,3080.0,11383.0,single_family,,Arlington,4106 Round Hill Rd,22207,38.928321000000004,-77.126583,North Arlington,https://www.realtor.com/realestateandhomes-detail/4106-Round-Hill-Rd_Arlington_VA_22207_M53572-37077,https://ap.rdcpix.com/8d843d59e815f1914826910e1c023189l-m2698629437x.jpg,"38.928321000000004,-77.126583",0.0,,,,0.0,,,
M6320991213,2920527331,630000,1.0,2.0,3,2.0,1434.0,,condo,townhomes,Arlington,1815 N Uhle St Unit 1,22201,38.89535,-77.0846,Colonial Village,https://www.realtor.com/realestateandhomes-detail/1815-N-Uhle-St-1_Arlington_VA_22201_M63209-91213,https://ap.rdcpix.com/e207f6734d2ee246a0a5073d06d90f82l-m1264038545x.jpg,"38.89535,-77.0846",54.0,4.333962264150943,1.9024390243902438,"Ms. Peacock's Champagne Lounge; Arlington Pub; East West Coffee Wine; O'Sullivans Sundays-Free Comedy Open Mic Arlington,VA; Screwtop Wine Bar",66.0,4.195454545454545,1.7692307692307692,Screwtop Wine Bar; The Italian Store; Ambar Clarendon; Bakeshop; Earl's Sandwiches
