agent_name,agent_office,property_ID,Listing_ID,price,baths_half,baths_full,baths,beds,size_in_sqft,lot_size_in_sqft,prop_type,prop_sub_type,city,Line,postal_code,lat,lon,neighborhood_name,Listing_Url,thumbnail
KATHY ONEAL,RE/MAX Premier,M6456933365,2922900014,1075000,1,3,4,3.0,2856,6831,single_family,NA,Arlington,4721 Washington Blvd,22205,38.885509,-77.120285,Waycroft - Woodlawn,https://www.realtor.com/realestateandhomes-detail/4721-Washington-Blvd_Arlington_VA_22205_M64569-33365,https://ap.rdcpix.com/b1104d690309cb3e972f608bb4b88d5al-m1600281540x.jpg
Keri Shull,Optime Realty,M5875636450,2922880207,1299900,1,4,5,4.0,3537,7191,single_family,NA,Arlington,3115 1st Pl N,22201,38.873899,-77.093215,North Arlington,https://www.realtor.com/realestateandhomes-detail/3115-1st-Pl-N_Arlington_VA_22201_M58756-36450,https://ap.rdcpix.com/ed6d6129cc3d4a52210d9f7deb0711a4l-m327268259x.jpg
Shane Canny,Long & Foster Arlington,M5150539341,2922878542,849000,1,2,3,3.0,2311,7165,single_family,NA,Arlington,4428 1st St S,22204,38.866497,-77.110055,Barcroft,https://www.realtor.com/realestateandhomes-detail/4428-1st-St-S_Arlington_VA_22204_M51505-39341,https://ap.rdcpix.com/72a6341f8b69657ff6e6756088789f5fl-m3493590321x.jpg
Rosemary Ramos,Redfin Corporation,M5072232986,2922875657,450000,NA,1,1,2.0,922,NA,condo,townhomes,Arlington,3314 S Wakefield St Unit A,22206,38.835915,-77.09064,Fairlington,https://www.realtor.com/realestateandhomes-detail/3314-S-Wakefield-St-A_Arlington_VA_22206_M50722-32986,https://ap.rdcpix.com/a0d12acf06c7a6abb969586a264a9662l-m156244040x.jpg
BOB HOTALING,RE/MAX Allegiance- Alexandria West,M5174341762,2922875448,650000,1,2,3,4.0,2142,9398,single_family,NA,Arlington,826 S Glebe Rd,22204,38.86355,-77.092556,Alcova Heights,https://www.realtor.com/realestateandhomes-detail/826-S-Glebe-Rd_Arlington_VA_22204_M51743-41762,https://ap.rdcpix.com/7d405799246f22c0e3b338149867bc97l-m1609196752x.jpg
Christine Graham,Keller Williams Realty - Metro Center - Alexandria Old Town,M6223164109,2922873223,275000,NA,1,1,1.0,809,NA,condo,condos,Arlington,4201 Lee Hwy Apt 405,22207,38.8972,-77.11256,Cherrydale,https://www.realtor.com/realestateandhomes-detail/4201-Lee-Hwy-Apt-405_Arlington_VA_22207_M62231-64109,https://ap.rdcpix.com/836b529b178ccede2d41c9fa71ea5486l-m1606453507x.jpg
Real Estate Agent,Rlah Real Estate,M5386230408,2922873243,319990,NA,1,1,2.0,781,NA,condo,condos,Arlington,2805 Arlington Blvd Apt 202,22201,38.874346,-77.089033,North Arlington,https://www.realtor.com/realestateandhomes-detail/2805-Arlington-Blvd-Apt-202_Arlington_VA_22201_M53862-30408,https://ap.rdcpix.com/923ed772a157d289e2aaae882ff7dfa6l-m242388077x.jpg
Julie Tremblay,RE/MAX Allegiance- Franconia,M5070900799,2922864144,539000,NA,2,2,3.0,1650,7742,single_family,NA,Arlington,1036 S Edison St,22204,38.853306,-77.112382,Columbia Forest,https://www.realtor.com/realestateandhomes-detail/1036-S-Edison-St_Arlington_VA_22204_M50709-00799,https://ap.rdcpix.com/4e51514a02c7d74c4506a5d1f577615bl-m1499266559x.jpg
Vicky Pappalardo,Coldwell Banker Realty - Arlington,M5841955344,2922861540,489900,NA,1,1,1.0,734,NA,condo,condos,Arlington,1020 N Highland St Unit 513,22201,38.88499,-77.0948,North Arlington,https://www.realtor.com/realestateandhomes-detail/1020-N-Highland-St-Unit-513_Arlington_VA_22201_M58419-55344,https://ap.rdcpix.com/2ef03232b1f66d64f81df48cc6a93c85l-w2029106692x.jpg
Monika Ortiz,Nesbitt Realty,M6070375823,2922851853,214999,NA,1,1,1.0,880,NA,condo,condos,Arlington,4600 S Four Mile Run Dr Apt 721,22204,38.85472,-77.10704,Columbia Forest,https://www.realtor.com/realestateandhomes-detail/4600-S-Four-Mile-Run-Dr-Apt-721_Arlington_VA_22204_M60703-75823,https://ap.rdcpix.com/190218c87332371a10fe9fe0a48ec6bbl-m3817801109x.jpg
Rachel Levey,COMPASS,M6874510632,2922843131,379900,NA,1,1,1.0,850,NA,condo,condos,Arlington,4225 N Henderson Rd Apt 104,22203,38.87534,-77.10943,Buckingham,https://www.realtor.com/realestateandhomes-detail/4225-N-Henderson-Rd-Apt-104_Arlington_VA_22203_M68745-10632,https://ap.rdcpix.com/e923fce8e1d1c535be2eba7c81429e14l-m1268057579x.jpg
Herbert Riggs,Compass,M5964761696,2922842917,614900,NA,2,2,2.0,1500,NA,condo,townhomes,Arlington,4250 35th St S,22206,38.830375,-77.087962,Fairlington,https://www.realtor.com/realestateandhomes-detail/4250-35th-St-S_Arlington_VA_22206_M59647-61696,https://ap.rdcpix.com/8db749fdf2ff8e75c2a028cccaa7f94bl-m2109772338x.jpg
Angela Kaiser,Redfin Corporation,M5690482434,2922837519,385000,NA,1,1,2.0,957,NA,condo,condos,Arlington,2016 N Adams St Apt 805,22201,38.89727,-77.08945,North Highland,https://www.realtor.com/realestateandhomes-detail/2016-N-Adams-St-Apt-805_Arlington_VA_22201_M56904-82434,https://ap.rdcpix.com/8c8b4f0487687ce6e5ab373024b81e27l-m744980948x.jpg
Tammy Irby,SAMSON PROPERTIES,M6755229718,2922836224,268000,NA,1,1,2.0,835,NA,condo,condos,Arlington,5003 10th St S Apt 6,22204,38.85435,-77.11234,Columbia Forest,https://www.realtor.com/realestateandhomes-detail/5003-10th-St-S-Apt-6_Arlington_VA_22204_M67552-29718,https://ap.rdcpix.com/167e0d22ad237fc12c27b52f0747b065l-m3060761097x.jpg
Joanne Ritchick,Long & Foster Arlington,M6764600620,2922832561,272500,NA,1,1,1.0,770,NA,condo,condos,Arlington,1830 Columbia Pike Apt 607,22204,38.864386,-77.075836,South Arlington,https://www.realtor.com/realestateandhomes-detail/1830-Columbia-Pike-Apt-607_Arlington_VA_22204_M67646-00620,https://ap.rdcpix.com/1bd54a786cf995e5d80c8c6d61a53a61l-m2538717225x.jpg
Karen Close,CENTURY 21 New Millennium,M5426075497,2922822536,1319000,1,2,3,3.0,3104,16350,single_family,NA,Arlington,3401 N Emerson St,22207,38.90837,-77.143837,Rock Spring,https://www.realtor.com/realestateandhomes-detail/3401-N-Emerson-St_Arlington_VA_22207_M54260-75497,https://ap.rdcpix.com/ab5f78f3bd73af6c3a196498752f782fl-m1113312749x.jpg
Brian Klotz,TTR Sotheby's International Realty,M5332967655,2922812955,425000,NA,1,1,1.0,735,NA,condo,condos,Arlington,880 N Pollard St Apt 306,22203,38.88092,-77.1068,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/880-N-Pollard-St-Apt-306_Arlington_VA_22203_M53329-67655,https://ap.rdcpix.com/98bfb257cd55678d2c761e997a102c7el-m3527423040x.jpg
Laura Schwartz,"MCENEARNEY ASSOCIATES, INC.",M5605334982,2922801312,699900,NA,2,2,2.0,1281,NA,condo,condos,Arlington,1020 N Highland St Unit 316,22201,38.88499,-77.0948,North Arlington,https://www.realtor.com/realestateandhomes-detail/1020-N-Highland-St-Unit-316_Arlington_VA_22201_M56053-34982,https://ap.rdcpix.com/c312dfcd8c7b5b2be71565e46a7f57a5l-m2658131313x.jpg
Timothy Clasen,RE/MAX Allegiance- Mclean,M6746418356,2922796229,859900,NA,3,3,3.0,1441,5000,single_family,NA,Arlington,939 26th St S,22202,38.851504,-77.062539,Aurora Highlands,https://www.realtor.com/realestateandhomes-detail/939-26th-St-S_Arlington_VA_22202_M67464-18356,https://ap.rdcpix.com/9e967ade6abac7849e6de682b3ca6584l-m2382846330x.jpg
Amy Shafer,Keller Williams Realty,M5252711336,2922793201,674900,NA,2,2,2.0,1128,NA,condo,condos,Arlington,820 N Pollard St Apt 214,22203,38.88043,-77.10679,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/820-N-Pollard-St-Apt-214_Arlington_VA_22203_M52527-11336,https://ap.rdcpix.com/6b88ae7e17cb4d9d910d774318d5df97l-m2374540807x.jpg
Jeff Wilson,TTR Sotheby's International Realty,M6339362466,2922793232,495000,NA,2,2,2.0,1182,2500,condo,duplex_triplex,Arlington,3014 16th Rd S,22204,38.85596,-77.087098,Nauck,https://www.realtor.com/realestateandhomes-detail/3014-16th-Rd-S_Arlington_VA_22204_M63393-62466,https://ap.rdcpix.com/e73539e45a55a6949a28975ed988c744l-b3448119537x.jpg
CATHY JOHN TO SEARCH THE ENTIRE MLS DIRECTLY CLICK OUR PHOTO,SAMSON PROPERTIES,M5892508628,2922789790,874900,NA,2,2,3.0,896,6000,single_family,NA,Arlington,631 23rd St S,22202,38.853554,-77.056703,Aurora Highlands,https://www.realtor.com/realestateandhomes-detail/631-23rd-St-S_Arlington_VA_22202_M58925-08628,https://ap.rdcpix.com/bddbaf4020cd2f91e704ea79f80be03bl-m1640679585x.jpg
BETSY TWIGG,"McEnearney Associates, Inc.",M6233858364,2922789414,425000,1,1,2,1.0,1168,NA,condo,condos,Arlington,4141 N Henderson Rd Apt 426,22203,38.87574276,-77.10956047,Buckingham,https://www.realtor.com/realestateandhomes-detail/4141-N-Henderson-Rd-Apt-426_Arlington_VA_22203_M62338-58364,https://ap.rdcpix.com/4026b63e3f765c3fd902a5d01e744eb4l-m624314393x.jpg
George Lodge,Coldwell Banker Realty - Reston,M5172529396,2922788417,224900,NA,1,1,1.0,789,NA,condo,condos,Arlington,5565 Columbia Pike Apt 604,22204,38.85346,-77.12045,Arlington Mill,https://www.realtor.com/realestateandhomes-detail/5565-Columbia-Pike-Apt-604_Arlington_VA_22204_M51725-29396,https://ap.rdcpix.com/7b595dc3ae3b3e5480a6dc95fbe2dda3l-w737918480x.jpg
The Tom Team,SAMSON PROPERTIES,M5144494035,2922787042,544900,NA,2,2,2.0,1500,NA,condo,townhomes,Arlington,3511 S Stafford St,22206,38.83075283,-77.08608557,Fairlington,https://www.realtor.com/realestateandhomes-detail/3511-S-Stafford-St_Arlington_VA_22206_M51444-94035,https://ap.rdcpix.com/1e74baa6b27ed8d32a7ac4804707259fl-m706849878x.jpg
Antonio Nguyen,Keller Williams Capital Properties,M6052870980,2922783016,777900,1,2,3,4.0,1379,4686,single_family,NA,Arlington,3617 2nd St S,22204,38.868667,-77.097883,South Arlington,https://www.realtor.com/realestateandhomes-detail/3617-2nd-St-S_Arlington_VA_22204_M60528-70980,https://ap.rdcpix.com/cb76b101476024af20fd5d3e91481a51l-m2358336353x.jpg
Vanessa Hardee,Long & Foster Georgetown,M9650919062,2922782304,425000,NA,NA,0,,NA,5312,land,NA,Arlington,S Pollard St,22204,38.84732542,-77.09207624,Nauck,https://www.realtor.com/realestateandhomes-detail/S-Pollard-St_Arlington_VA_22204_M96509-19062,https://ap.rdcpix.com/8e9d785c40941dd0eefa99eb1dee5604l-m4001380237x.jpg
Robert Jones,SAMSON PROPERTIES,M5916155902,2922772060,789900,NA,1,1,3.0,1716,8989,single_family,NA,Arlington,20 N Edison St,22203,38.867528,-77.121256,Arlington Forest,https://www.realtor.com/realestateandhomes-detail/20-N-Edison-St_Arlington_VA_22203_M59161-55902,https://ap.rdcpix.com/de118ddca1c58459b2cbbc07515463a3l-m1779984327x.jpg
Kim Peele,"MCENEARNEY ASSOCIATES, INC.",M5613012837,2922772045,999950,NA,3,3,4.0,2790,9705,single_family,NA,Arlington,4011 Lorcom Ln,22207,38.902915,-77.109988,Donaldson Run,https://www.realtor.com/realestateandhomes-detail/4011-Lorcom-Ln_Arlington_VA_22207_M56130-12837,https://ap.rdcpix.com/4ff975dd8ab5d9d1487614dca14919fdl-m3945749201x.jpg
NICK KUHN,"McEnearney Associates, Inc.",M6821492416,2922766536,344990,NA,1,1,1.0,840,NA,condo,townhomes,Arlington,1600 S Barton St Apt 747,22204,38.85746949,-77.08205834,South Arlington,https://www.realtor.com/realestateandhomes-detail/1600-S-Barton-St-Apt-747_Arlington_VA_22204_M68214-92416,https://ap.rdcpix.com/412d79ffc06605c34e04800b4da6d2efl-m1062632715x.jpg
BETSY TWIGG,"McEnearney Associates, Inc.",M6913616974,2922766195,1998000,1,5,6,5.0,4888,12000,single_family,NA,Arlington,5139 15th St N,22205,38.887009,-77.126832,Waycroft - Woodlawn,https://www.realtor.com/realestateandhomes-detail/5139-15th-St-N_Arlington_VA_22205_M69136-16974,https://ap.rdcpix.com/0f04d2596a6cb2d48ac0ef5750ab3354l-m3767645964x.jpg
Melody Abella,TTR Sotheby's International Realty,M6872675369,2922759875,839900,NA,3,3,3.0,1360,7440,single_family,NA,Arlington,2800 S Joyce St,22202,38.84678,-77.064193,Arlington Ridge,https://www.realtor.com/realestateandhomes-detail/2800-S-Joyce-St_Arlington_VA_22202_M68726-75369,https://ap.rdcpix.com/0716a82c8b99755e31e543fb697d3ba2l-b1600694406x.jpg
Rick Davis,Long & Foster Fairfax Center,M5153657605,2922744272,189900,NA,1,1,1.0,590,NA,condo,condos,Arlington,3701 5th St S Apt 301,22204,38.866872,-77.098091,Alcova Heights,https://www.realtor.com/realestateandhomes-detail/3701-5th-St-S-Apt-301_Arlington_VA_22204_M51536-57605,https://ap.rdcpix.com/cdacd07d155eb215b953527d96d59632l-m139476101x.jpg
Rick Davis,Long & Foster Fairfax Center,M5169976419,2922744273,288500,NA,1,1,1.0,651,NA,condo,condos,Arlington,2016 N Adams St Apt 401,22201,38.89727,-77.08945,North Highland,https://www.realtor.com/realestateandhomes-detail/2016-N-Adams-St-Apt-401_Arlington_VA_22201_M51699-76419,https://ap.rdcpix.com/476086e90decc5e6197a6bf0f951c2ffl-m4263786105x.jpg
Kay Houghton,Keller Williams Realty,M6929267967,2922743745,495000,NA,2,2,2.0,1490,NA,condo,condos,Arlington,3529 S Utah St Apt A2,22206,38.83069,-77.08878,Fairlington,https://www.realtor.com/realestateandhomes-detail/3529-S-Utah-St-Apt-A2_Arlington_VA_22206_M69292-67967,https://ap.rdcpix.com/0a20d288718bcf6f0a106e0c5ec50cdbl-m1831895612x.jpg
Stephen Foster,Coldwell Banker Realty - Fairfax,M6384203698,2922743122,599900,NA,1,1,2.0,850,2500,condo,duplex_triplex,Arlington,3234 9th St S,22204,38.862515,-77.091392,South Arlington,https://www.realtor.com/realestateandhomes-detail/3234-9th-St-S_Arlington_VA_22204_M63842-03698,https://ap.rdcpix.com/b25e95976395e867411e771904126228l-w2922724544x.jpg
Karen Reynoso,Keller Williams Realty - Metro Center - Alexandria Old Town,M5854998271,2922742474,549900,NA,2,2,3.0,832,3017,condo,townhomes,Arlington,3647 S Four Mile Run Dr,22206,38.845511,-77.088909,Nauck,https://www.realtor.com/realestateandhomes-detail/3647-S-Four-Mile-Run-Dr_Arlington_VA_22206_M58549-98271,https://ap.rdcpix.com/d334980961cbdb6af9e6a1aefa0f99a7l-m267935745x.jpg
Ron Cathell,Keller Williams Realty,M5541821741,2922738918,349900,NA,1,1,2.0,840,NA,condo,condos,Arlington,1222 N Meade St Apt 13,22209,38.887922,-77.07172,South Arlington,https://www.realtor.com/realestateandhomes-detail/1222-N-Meade-St-Apt-13_Arlington_VA_22209_M55418-21741,https://ap.rdcpix.com/3486451c26a7d7559b4127b928075529l-m1675887519x.jpg
Lisa Du Bois,RE/MAX West End,M5736080723,2922734456,499000,NA,2,2,2.0,1420,NA,condo,condos,Arlington,3008 S Abingdon St Apt A2,22206,38.83891,-77.09803,Fairlington,https://www.realtor.com/realestateandhomes-detail/3008-S-Abingdon-St-Apt-A2_Arlington_VA_22206_M57360-80723,https://ap.rdcpix.com/3bfdcfcd94a8fd02c1face75a370d934l-m145086390x.jpg
Maria Princi,Allison James Estates & Homes,M5818955807,2922731448,189000,NA,1,1,1.0,514,NA,condo,condos,Arlington,1121 Arlington Blvd Apt 433,22209,38.89282186,-77.07028169,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1121-Arlington-Blvd-Apt-433_Arlington_VA_22209_M58189-55807,https://ap.rdcpix.com/a552fc09baf7abf021054c5aa9a0d9efl-m517286956x.jpg
Bo Bloomer,CENTURY 21 Redwood Realty,M5384520117,2922729359,535000,NA,2,2,2.0,922,NA,condo,duplex_triplex,Arlington,4819 27th Rd S Unit 2503,22206,38.84269,-77.10122,Fairlington,https://www.realtor.com/realestateandhomes-detail/4819-27th-Rd-S-2503_Arlington_VA_22206_M53845-20117,https://ap.rdcpix.com/2f8b44a81393f8a574e0efa372be6a37l-m87073895x.jpg
Olivia Adams,COMPASS,M6101029184,2922729412,275000,NA,1,1,1.0,651,NA,condo,condos,Arlington,100 N George Mason Dr Unit 100-2,22203,38.869427,-77.107254,Buckingham,https://www.realtor.com/realestateandhomes-detail/100-N-George-Mason-Dr-100-2_Arlington_VA_22203_M61010-29184,https://ap.rdcpix.com/0ccfd945fab1bd1cb4e874d186599de0l-m2839286031x.jpg
Jason Skipworth,Dc Living Real Estate Llc,M5401283495,2922729628,572000,NA,2,2,2.0,1075,NA,condo,condos,Arlington,1301 N Courthouse Rd Apt 801,22201,38.88848,-77.08304,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1301-N-Courthouse-Rd-Apt-801_Arlington_VA_22201_M54012-83495,https://ap.rdcpix.com/c86b75a8d2203bd7af896f771e4c257fl-m1926376919x.jpg
Bob Mathew,MXW Real Estate,M5998636805,2922729719,1050000,1,3,4,3.0,3238,5174,single_family,NA,Arlington,2235 N Albemarle St,22207,38.899066,-77.123098,North Arlington,https://www.realtor.com/realestateandhomes-detail/2235-N-Albemarle-St_Arlington_VA_22207_M59986-36805,https://ap.rdcpix.com/4d18523e507caf976d681a1bbb9edc4dl-m2623643502x.jpg
Peggy Yee,FRANKLY REAL ESTATE INC,M5686815850,2922729714,2050000,1,7,8,7.0,6834,10641,single_family,NA,Arlington,3325 N Kensington St,22207,38.904915,-77.149357,Rock Spring,https://www.realtor.com/realestateandhomes-detail/3325-N-Kensington-St_Arlington_VA_22207_M56868-15850,https://ap.rdcpix.com/d2f6af7777bacdfa89b4afadf7839d71l-m2060151861x.jpg
LIBBY ROSS,Long & Foster Arlington,M5866674587,2922729391,960000,1,2,3,4.0,2688,6948,single_family,NA,Arlington,519 N Livingston St,22203,38.869868,-77.139377,Boulevard Manor,https://www.realtor.com/realestateandhomes-detail/519-N-Livingston-St_Arlington_VA_22203_M58666-74587,https://ap.rdcpix.com/f636b0e43efe2ad5cb6cca8f9f12e031l-m2583373769x.jpg
Ginger Webre,Long & Foster Alex/Old Town Historic District,M6913690436,2922729194,348950,NA,1,1,1.0,851,NA,condo,condos,Arlington,4077 S Four Mile Run Dr Unit 301,22204,38.84859102,-77.09676688,Douglas Park,https://www.realtor.com/realestateandhomes-detail/4077-S-Four-Mile-Run-Dr-Unit-301_Arlington_VA_22204_M69136-90436,https://ap.rdcpix.com/56e17f298c53e71804681925722735f0l-m2653136019x.jpg
Marcia Burgos,Redfin Corporation,M6586093759,2922729566,324900,1,1,2,1.0,920,NA,condo,condos,Arlington,801 S Greenbrier St Apt 304,22204,38.85788,-77.119,Arlington Mill,https://www.realtor.com/realestateandhomes-detail/801-S-Greenbrier-St-Apt-304_Arlington_VA_22204_M65860-93759,https://ap.rdcpix.com/6856cc30bdce36ff4cb96c2ce0292959l-m2907033462x.jpg
Heather L Paterno,"Re/Max Distinctive Real Estate, Inc.",M5610646190,2922729616,440000,NA,1,1,2.0,870,NA,condo,condos,Arlington,1805 N Rhodes St Unit 4-248,22201,38.8949,-77.08046,Colonial Village,https://www.realtor.com/realestateandhomes-detail/1805-N-Rhodes-St-4-248_Arlington_VA_22201_M56106-46190,https://ap.rdcpix.com/fd3d52f9e553368893d3a6bc08c2e2adl-m3626586255x.jpg
Clare Rollins,Redfin Corporation,M6986316531,2922729725,324900,1,1,2,2.0,1063,NA,condo,condos,Arlington,4201 Lee Hwy Apt 110,22207,38.8972,-77.11256,Cherrydale,https://www.realtor.com/realestateandhomes-detail/4201-Lee-Hwy-Apt-110_Arlington_VA_22207_M69863-16531,https://ap.rdcpix.com/274cd6a18c2c2cb0eab570400d0e99c6l-m2027774274x.jpg
Casey Stauffer,"Re/Max Gateway, Llc",M6543974164,2922729724,279000,NA,1,1,2.0,965,NA,condo,condos,Arlington,4401 Lee Hwy Apt 62,22207,38.89863,-77.11701,Waverly Hills,https://www.realtor.com/realestateandhomes-detail/4401-Lee-Hwy-Apt-62_Arlington_VA_22207_M65439-74164,https://ap.rdcpix.com/a1df3123e590c01135dacdac3f595117l-m4025838708x.jpg
Michelle Doherty,Rlah Real Estate,M5014142140,2922721435,350000,NA,1,1,1.0,840,NA,condo,townhomes,Arlington,1301 S Cleveland St Apt 346,22204,38.86039,-77.08364,South Arlington,https://www.realtor.com/realestateandhomes-detail/1301-S-Cleveland-St-Apt-346_Arlington_VA_22204_M50141-42140,https://ap.rdcpix.com/717132bb5697a4a6b951f8ca8b17005el-m4164769597x.jpg
Jabar Baig,Long & Foster Reston,M5174023183,2922720864,419900,NA,1,1,1.0,654,NA,condo,condos,Arlington,851 N Glebe Rd Apt 816,22203,38.88133,-77.11431,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/851-N-Glebe-Rd-Apt-816_Arlington_VA_22203_M51740-23183,https://ap.rdcpix.com/29f4987e439a34ff00aa1b362b5558e1l-m4022572792x.jpg
David Moya,Keller Williams Realty,M5156292970,2922711020,470000,NA,1,1,1.0,671,NA,condo,condos,Arlington,1020 N Highland St Unit 417,22201,38.88499,-77.0948,North Arlington,https://www.realtor.com/realestateandhomes-detail/1020-N-Highland-St-Unit-417_Arlington_VA_22201_M51562-92970,https://ap.rdcpix.com/a910b3028696da35682f4969e62175dbl-m1233349127x.jpg
Loula Aboulhosn,SAMSON PROPERTIES,M5060917897,2922710297,915000,1,2,3,2.0,1760,NA,condo,condos,Arlington,1418 N Rhodes St Unit B110,22209,38.89083,-77.07942,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1418-N-Rhodes-St-Apt-110_Arlington_VA_22209_M50609-17897,https://ap.rdcpix.com/50f3c58e0b34c511878d335b7b6e9efdl-m2324203633x.jpg
Keri Shull,Optime Realty,M5923791904,2922707070,530000,NA,2,2,2.0,1150,NA,condo,condos,Arlington,1301 N Courthouse Rd Apt 812,22201,38.88848,-77.08304,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1301-N-Courthouse-Rd-Apt-812_Arlington_VA_22201_M59237-91904,https://ap.rdcpix.com/2429dfb4ec4b47fd58069294291673c5l-m591055110x.jpg
Kristy Moore,Local Expert Realty,M5384028141,2922697539,650000,NA,2,2,3.0,2400,7354,single_family,NA,Arlington,3141 S Glebe Rd,22202,38.845833,-77.06304,Arlington Ridge,https://www.realtor.com/realestateandhomes-detail/3141-S-Glebe-Rd_Arlington_VA_22202_M53840-28141,https://ap.rdcpix.com/37a4b7b51962d07cdf0014310f1103d2l-m377235607x.jpg
Keri Shull,Optime Realty,M6569836728,2922695043,850000,1,2,3,3.0,1453,1160,condo,townhomes,Arlington,1125A N Stuart St,22201,38.884741,-77.111956,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/1125A-N-Stuart-St_Arlington_VA_22201_M65698-36728,https://ap.rdcpix.com/4b091fb9da63f02d716a78e784d1add6l-m3867507780x.jpg
Ricardo Iglesias,"William G. Buck & Assoc., Inc.",M5095395896,2922692777,1850000,1,5,6,6.0,5000,5750,single_family,NA,Arlington,224 N Nelson St,22201,38.874962,-77.101017,Ashton Heights,https://www.realtor.com/realestateandhomes-detail/224-N-Nelson-St_Arlington_VA_22201_M50953-95896,https://ap.rdcpix.com/220f1067054439144acd1657d419fa18l-m1181870353x.jpg
Kassandra Cardozo,"Spring Hill Real Estate, Llc.",M6037054996,2922692292,310000,NA,1,1,1.0,900,NA,condo,condos,Arlington,1300 Army Navy Dr Apt 801,22202,38.863471,-77.067261,Pentagon City,https://www.realtor.com/realestateandhomes-detail/1300-Army-Navy-Dr-Apt-801_Arlington_VA_22202_M60370-54996,https://ap.rdcpix.com/5422acfb5e1e95f3aeb9d617319d1d54l-m2181804280x.jpg
Kay Houghton,Keller Williams Realty,M6643081456,2922691574,539900,NA,2,2,2.0,1383,NA,condo,townhomes,Arlington,2924 S Dinwiddie St,22206,38.838902,-77.103639,Alexandria West,https://www.realtor.com/realestateandhomes-detail/2924-S-Dinwiddie-St_Arlington_VA_22206_M66430-81456,https://ap.rdcpix.com/20219a0a57dcac2864118300c0f0b718l-m1612232484x.jpg
Raya Fridental,Redfin Corporation,M5788469880,2922688516,379000,NA,1,1,2.0,875,NA,condo,townhomes,Arlington,2721 S Walter Reed Dr Unit B,22206,38.84099,-77.10627,Fairlington,https://www.realtor.com/realestateandhomes-detail/2721-S-Walter-Reed-Dr-Unit-B_Arlington_VA_22206_M57884-69880,https://ap.rdcpix.com/e2dba24c196afd13a2e0b1b760b208b6l-m650434663x.jpg
Billy Buck,"William G. Buck & Assoc., Inc.",M5321364496,2922686460,550000,NA,1,1,1.0,873,NA,condo,condos,Arlington,1021 N Garfield St Apt 714,22201,38.8852,-77.09355,North Arlington,https://www.realtor.com/realestateandhomes-detail/1021-N-Garfield-St-Apt-714_Arlington_VA_22201_M53213-64496,https://ap.rdcpix.com/d30138cc4d9273496e4331bfd83c49fdl-m921647619x.jpg
Jacqueline Miller,"Jm2 Properties, LLC.",M6684178575,2922685358,1424000,1,2,3,2.0,1600,NA,condo,condos,Arlington,1700 Clarendon Blvd Unit 141,22209,38.89305,-77.07792,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1700-Clarendon-Blvd-141_Arlington_VA_22209_M66841-78575,https://ap.rdcpix.com/244203625c57a554c75bd6d3b68df9bal-m2695497932x.jpg
Michelle Sagatov,Washington Fine Properties,M5292616007,2922685122,1150000,2,2,4,3.0,2570,8327,single_family,NA,Arlington,4030 24th Rd N,22207,38.902878,-77.107711,Woodmont,https://www.realtor.com/realestateandhomes-detail/4030-24th-Rd-N_Arlington_VA_22207_M52926-16007,https://ap.rdcpix.com/80f04bfb1fde5ae9f3bb8822004bb2bal-m531975914x.jpg
Shawn Battle,CENTURY 21 Redwood Realty,M5832707093,2922685042,595500,NA,1,1,1.0,775,NA,condo,condos,Arlington,888 N Quincy St Unit 1406,22203,38.88097738,-77.10787504,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/888-N-Quincy-St-Unit-1406_Arlington_VA_22203_M58327-07093,https://ap.rdcpix.com/b41651c21cc167ca01f181da0758f512l-m3471853346x.jpg
Candee Currie,Redfin Corporation,M5321752899,2922681256,520000,NA,2,2,3.0,1326,2575,condo,townhomes,Arlington,3727 Kemper Rd,22206,38.846367,-77.090214,Nauck,https://www.realtor.com/realestateandhomes-detail/3727-Kemper-Rd_Arlington_VA_22206_M53217-52899,https://ap.rdcpix.com/d04c06686dbc7e3006fc333678993ea1l-m3993425704x.jpg
JASON CURRY,Keller Williams Realty,M5370108349,2922681151,380000,NA,2,2,2.0,1152,NA,condo,condos,Arlington,4500 S Four Mile Run Dr Apt 1207,22204,38.85423167,-77.10641866,Columbia Forest,https://www.realtor.com/realestateandhomes-detail/4500-S-Four-Mile-Run-Dr-Apt-1207_Arlington_VA_22204_M53701-08349,https://ap.rdcpix.com/6b21aca93f60cce5b8bf3806e47734c1l-m1098867872x.jpg
